BOARDID,TRADEDATE,CLOSE,VOLUME,VALUE,TICKER
TQBR,2022-01-19,210.22,19706630,4095153693.0,NLMK
TQBR,2022-01-20,209.76,10256960,2161200824.6,NLMK
TQBR,2022-01-21,206.88,12267210,2556978573.6,NLMK
TQBR,2022-01-24,196.44,20219970,4006592343.0,NLMK
TQBR,2022-01-25,198.34,13274280,2590331562.0,NLMK
TQBR,2022-01-26,202.02,14022200,2847968105.4,NLMK
TQBR,2022-01-27,208.56,11227840,2321833545.8,NLMK
TQBR,2022-01-28,210.72,7382200,1549283036.4,NLMK
TQBR,2022-01-31,213.34,7680100,1640200933.2,NLMK
TQBR,2022-02-01,215.3,7223960,1547393460.8,NLMK
TQBR,2022-02-02,219.78,13071750,2852873998.6,NLMK
TQBR,2022-02-03,216.18,13890890,3025018957.6,NLMK
TQBR,2022-02-04,216.76,9534810,2077112585.2,NLMK
TQBR,2022-02-07,220.54,16409930,3599568675.4,NLMK
TQBR,2022-02-08,226.76,16228180,3642094137.2,NLMK
TQBR,2022-02-09,232.5,18166170,4204445594.6,NLMK
TQBR,2022-02-10,226.7,18411290,4198189986.4,NLMK
TQBR,2022-02-11,221.46,15430540,3469461209.0,NLMK
TQBR,2022-02-14,228.02,15812640,3570848391.4,NLMK
TQBR,2022-02-15,233.04,15816540,3693878311.8,NLMK
TQBR,2022-02-16,235.7,8910350,2081908680.0,NLMK
TQBR,2022-02-17,227.52,15810590,3644831474.6,NLMK
TQBR,2022-02-18,226.9,15288650,3470364083.6,NLMK
TQBR,2022-02-21,200.98,36896340,7862475074.2,NLMK
TQBR,2022-02-22,220.04,30427210,6390350596.2,NLMK
TQBR,2022-02-23,,0,0.0,NLMK
TQBR,2022-02-24,180.68,30188520,5200828263.8,NLMK
TQBR,2022-02-25,177.5,22097810,3932198659.4,NLMK
TQBR,2022-02-28,,0,0.0,NLMK
TQBR,2022-03-01,,0,0.0,NLMK
TQBR,2022-03-02,,0,0.0,NLMK
TQBR,2022-03-03,,0,0.0,NLMK
TQBR,2022-03-04,,0,0.0,NLMK
TQBR,2022-03-09,,0,0.0,NLMK
TQBR,2022-03-10,,0,0.0,NLMK
TQBR,2022-03-11,,0,0.0,NLMK
TQBR,2022-03-14,,0,0.0,NLMK
TQBR,2022-03-15,,0,0.0,NLMK
TQBR,2022-03-16,,0,0.0,NLMK
TQBR,2022-03-17,,0,0.0,NLMK
TQBR,2022-03-18,,0,0.0,NLMK
TQBR,2022-03-21,,0,0.0,NLMK
TQBR,2022-03-22,,0,0.0,NLMK
TQBR,2022-03-23,,0,0.0,NLMK
TQBR,2022-03-24,183.0,11795110,2229342675.8,NLMK
TQBR,2022-03-25,173.0,2459090,436658338.6,NLMK
TQBR,2022-03-28,163.5,2149640,354283491.0,NLMK
TQBR,2022-03-29,158.02,4217790,687220070.0,NLMK
TQBR,2022-03-30,167.0,2622850,431698563.2,NLMK
TQBR,2022-03-31,171.9,6566540,1134166199.8,NLMK
TQBR,2022-04-01,173.2,7911490,1393861971.0,NLMK
TQBR,2022-04-04,171.9,3968550,685590576.4,NLMK
TQBR,2022-04-05,162.5,3848620,638621741.6,NLMK
TQBR,2022-04-06,160.5,2414660,389471412.6,NLMK
TQBR,2022-04-07,160.52,1729850,279720533.6,NLMK
TQBR,2022-04-08,161.14,1292300,207996664.6,NLMK
TQBR,2022-04-11,157.2,1984130,315722646.6,NLMK
TQBR,2022-04-12,155.44,1693770,261109488.2,NLMK
TQBR,2022-04-13,155.0,1205600,186199471.0,NLMK
TQBR,2022-04-14,150.2,1463590,221715021.2,NLMK
TQBR,2022-04-15,155.22,2257620,336209963.8,NLMK
TQBR,2022-04-18,148.0,1240510,186845203.8,NLMK
TQBR,2022-04-19,149.16,1760560,259344065.6,NLMK
TQBR,2022-04-20,156.5,2637810,404986959.8,NLMK
TQBR,2022-04-21,155.0,1591540,244871470.6,NLMK
TQBR,2022-04-22,155.86,1832530,287270266.6,NLMK
TQBR,2022-04-25,152.78,1183970,179718754.6,NLMK
TQBR,2022-04-26,157.98,1309440,204230540.2,NLMK
TQBR,2022-04-27,158.16,1192010,190230090.6,NLMK
TQBR,2022-04-28,157.24,1922100,308323867.0,NLMK
TQBR,2022-04-29,158.6,1782580,282804142.2,NLMK
TQBR,2022-05-04,155.0,796490,125619399.4,NLMK
TQBR,2022-05-05,157.94,700780,110031657.2,NLMK
TQBR,2022-05-06,162.0,853330,135128305.0,NLMK
TQBR,2022-05-11,159.38,1076920,171958165.4,NLMK
TQBR,2022-05-12,156.0,927770,146287852.2,NLMK
TQBR,2022-05-13,155.1,602340,93893916.0,NLMK
TQBR,2022-05-16,160.0,923880,145530298.0,NLMK
TQBR,2022-05-17,159.0,1197900,191408870.2,NLMK
TQBR,2022-05-18,160.3,2557810,411436371.0,NLMK
TQBR,2022-05-19,161.62,936860,149333952.4,NLMK
TQBR,2022-05-20,155.94,1535920,242366344.6,NLMK
TQBR,2022-05-23,151.36,1234710,188797894.0,NLMK
TQBR,2022-05-24,147.0,1609900,238354976.0,NLMK
TQBR,2022-05-25,150.5,934810,139717132.6,NLMK
TQBR,2022-05-26,150.78,1293330,195236898.0,NLMK
TQBR,2022-05-27,149.86,1222960,183654335.4,NLMK
TQBR,2022-05-30,145.52,2656900,386042462.6,NLMK
TQBR,2022-05-31,144.3,1230210,176154238.2,NLMK
TQBR,2022-06-01,142.2,2681230,381378907.6,NLMK
TQBR,2022-06-02,136.26,2524150,349313925.2,NLMK
TQBR,2022-06-03,130.02,7318410,943718576.2,NLMK
TQBR,2022-06-06,129.5,1817130,233561421.8,NLMK
TQBR,2022-06-07,131.98,4686820,599172868.0,NLMK
TQBR,2022-06-08,133.88,2216980,296929845.0,NLMK
TQBR,2022-06-09,129.78,2635440,347983930.0,NLMK
TQBR,2022-06-10,130.7,1750820,226287851.4,NLMK
TQBR,2022-06-14,129.84,1551830,199330814.4,NLMK
TQBR,2022-06-15,128.78,1813840,234268760.4,NLMK
TQBR,2022-06-16,131.0,2756350,359452799.4,NLMK
TQBR,2022-06-17,130.12,1266230,165881869.4,NLMK
TQBR,2022-06-20,134.38,2519530,333629848.2,NLMK
TQBR,2022-06-21,134.3,4050610,550872131.4,NLMK
TQBR,2022-06-22,134.86,1904380,255709460.8,NLMK
TQBR,2022-06-23,137.0,2114900,285066354.4,NLMK
TQBR,2022-06-24,135.9,1984770,270391477.2,NLMK
TQBR,2022-06-27,136.0,1401330,189197055.0,NLMK
TQBR,2022-06-28,134.0,1375220,185088953.8,NLMK
TQBR,2022-06-29,137.78,2597350,351140230.0,NLMK
TQBR,2022-06-30,133.4,3830220,523753937.2,NLMK
TQBR,2022-07-01,133.1,3331500,455401842.4,NLMK
TQBR,2022-07-04,135.5,1606090,216932370.2,NLMK
TQBR,2022-07-05,136.5,1544480,207988609.6,NLMK
TQBR,2022-07-06,138.9,2522820,351111466.4,NLMK
TQBR,2022-07-07,138.38,1255840,172506020.0,NLMK
TQBR,2022-07-08,138.0,945840,129478204.4,NLMK
TQBR,2022-07-11,136.52,1024320,140007322.0,NLMK
TQBR,2022-07-12,132.52,1475590,197376732.2,NLMK
TQBR,2022-07-13,129.8,1649640,215349938.8,NLMK
TQBR,2022-07-14,127.14,1573610,202177917.6,NLMK
TQBR,2022-07-15,129.78,1868770,237321842.0,NLMK
TQBR,2022-07-18,125.46,1563940,199301367.8,NLMK
TQBR,2022-07-19,123.2,2867570,353461209.6,NLMK
TQBR,2022-07-20,119.98,3293640,397019007.4,NLMK
TQBR,2022-07-21,115.88,3239810,375523688.6,NLMK
TQBR,2022-07-22,117.44,1978060,229745018.4,NLMK
TQBR,2022-07-25,118.72,2933590,351193892.8,NLMK
TQBR,2022-07-26,123.1,1858460,225424645.0,NLMK
TQBR,2022-07-27,125.56,4583350,571769746.6,NLMK
TQBR,2022-07-28,125.5,6163420,774365521.2,NLMK
TQBR,2022-07-29,130.0,2393130,304576643.4,NLMK
TQBR,2022-08-01,131.7,10764260,1413068218.4,NLMK
TQBR,2022-08-02,130.0,2756420,362956600.4,NLMK
TQBR,2022-08-03,125.04,2871720,364846651.8,NLMK
TQBR,2022-08-04,124.5,2487950,308257235.6,NLMK
TQBR,2022-08-05,120.1,2626880,318945790.2,NLMK
TQBR,2022-08-08,118.74,2957910,356739288.4,NLMK
TQBR,2022-08-09,119.18,4246930,498438212.6,NLMK
TQBR,2022-08-10,118.5,3132030,368720252.0,NLMK
TQBR,2022-08-11,117.68,3521740,417981589.0,NLMK
TQBR,2022-08-12,117.16,4024950,468540624.2,NLMK
TQBR,2022-08-15,117.96,2901650,338937153.2,NLMK
TQBR,2022-08-16,118.0,4269310,502682958.6,NLMK
TQBR,2022-08-17,116.2,3439120,402738475.0,NLMK
TQBR,2022-08-18,115.26,3694830,427134984.8,NLMK
TQBR,2022-08-19,114.9,4048360,463694604.0,NLMK
TQBR,2022-08-22,116.46,3282770,381249666.4,NLMK
TQBR,2022-08-23,116.88,2453660,286815078.8,NLMK
TQBR,2022-08-24,117.48,1685730,197074306.8,NLMK
TQBR,2022-08-25,115.2,4165810,482074706.6,NLMK
TQBR,2022-08-26,115.0,3940150,450813695.8,NLMK
TQBR,2022-08-29,116.5,3941260,456043838.6,NLMK
TQBR,2022-08-30,118.86,8204290,968947325.2,NLMK
TQBR,2022-08-31,120.66,5448710,655407883.6,NLMK
TQBR,2022-09-01,118.0,5257800,625186997.8,NLMK
TQBR,2022-09-02,122.5,5493360,661904039.6,NLMK
TQBR,2022-09-05,126.0,4689820,579611019.8,NLMK
TQBR,2022-09-06,121.1,6623430,815652058.8,NLMK
TQBR,2022-09-07,118.84,6114150,738334351.0,NLMK
TQBR,2022-09-08,116.8,4789000,563585046.2,NLMK
TQBR,2022-09-09,117.76,6407830,750029604.6,NLMK
TQBR,2022-09-12,119.78,7284190,873030160.0,NLMK
TQBR,2022-09-13,118.34,4812680,573516061.0,NLMK
TQBR,2022-09-14,117.84,4321970,505633955.6,NLMK
TQBR,2022-09-15,118.84,3800270,450479140.4,NLMK
TQBR,2022-09-16,117.14,5268710,619573293.6,NLMK
TQBR,2022-09-19,116.7,3903170,455926566.8,NLMK
TQBR,2022-09-20,108.82,14201250,1591067142.6,NLMK
TQBR,2022-09-21,100.42,12418680,1264941477.6,NLMK
TQBR,2022-09-22,100.5,7104470,723587532.8,NLMK
TQBR,2022-09-23,91.62,14329480,1340825518.2,NLMK
TQBR,2022-09-26,77.3,19458570,1621039508.0,NLMK
TQBR,2022-09-27,81.88,10855090,861451538.2,NLMK
TQBR,2022-09-28,81.7,11310580,923903760.2,NLMK
TQBR,2022-09-29,78.06,8647240,678075192.0,NLMK
TQBR,2022-09-30,84.9,18432700,1486225336.2,NLMK
TQBR,2022-10-03,86.76,12091590,1036431206.0,NLMK
TQBR,2022-10-04,83.3,10877870,909187358.2,NLMK
TQBR,2022-10-05,80.42,11655440,932289300.2,NLMK
TQBR,2022-10-06,78.22,13513050,1064003843.0,NLMK
TQBR,2022-10-07,73.9,13886070,1059248223.8,NLMK
TQBR,2022-10-10,78.12,13718190,1032631804.2,NLMK
TQBR,2022-10-11,82.8,14878250,1195512822.0,NLMK
TQBR,2022-10-12,82.3,6842180,562267784.8,NLMK
TQBR,2022-10-13,82.42,3971180,327030043.0,NLMK
TQBR,2022-10-14,82.46,7197570,590560396.0,NLMK
TQBR,2022-10-17,87.72,12326170,1060699841.4,NLMK
TQBR,2022-10-18,84.94,10136630,879994699.4,NLMK
TQBR,2022-10-19,85.28,5165110,436564869.0,NLMK
TQBR,2022-10-20,89.3,9745540,856922648.2,NLMK
TQBR,2022-10-21,94.32,15863910,1457477959.0,NLMK
TQBR,2022-10-24,93.46,9122870,855265097.8,NLMK
TQBR,2022-10-25,96.28,7466870,711969178.8,NLMK
TQBR,2022-10-26,100.2,11575690,1136284583.6,NLMK
TQBR,2022-10-27,105.58,18254990,1913355970.0,NLMK
TQBR,2022-10-28,105.98,10422510,1093818313.8,NLMK
TQBR,2022-10-31,103.08,8618120,890180653.0,NLMK
TQBR,2022-11-01,103.28,6174830,636229802.4,NLMK
TQBR,2022-11-02,100.62,4312110,438895571.0,NLMK
TQBR,2022-11-03,104.0,9226810,941547066.2,NLMK
TQBR,2022-11-07,109.92,12081150,1301397805.2,NLMK
TQBR,2022-11-08,109.12,7289370,796294413.4,NLMK
TQBR,2022-11-09,104.26,8097970,860963127.8,NLMK
TQBR,2022-11-10,107.32,7591100,800553053.6,NLMK
TQBR,2022-11-11,107.0,4952480,525247278.8,NLMK
TQBR,2022-11-14,106.98,5599090,598700877.6,NLMK
TQBR,2022-11-15,103.94,9530820,1010143875.6,NLMK
TQBR,2022-11-16,107.12,4953040,527236827.2,NLMK
TQBR,2022-11-17,105.68,3548270,377040244.2,NLMK
TQBR,2022-11-18,105.9,2679470,282260116.6,NLMK
TQBR,2022-11-21,104.32,3581690,372826102.0,NLMK
TQBR,2022-11-22,106.84,5257590,556316779.0,NLMK
TQBR,2022-11-23,106.74,3967490,425021031.0,NLMK
TQBR,2022-11-24,106.16,2696820,287224578.6,NLMK
TQBR,2022-11-25,105.4,2742170,289577511.0,NLMK
TQBR,2022-11-28,105.76,2616770,274772197.4,NLMK
TQBR,2022-11-29,106.38,3280270,349060522.4,NLMK
TQBR,2022-11-30,106.48,1856160,196726372.4,NLMK
TQBR,2022-12-01,106.62,2046130,218108346.0,NLMK
TQBR,2022-12-02,105.44,2429350,256023730.6,NLMK
TQBR,2022-12-05,105.7,2612000,276413324.8,NLMK
TQBR,2022-12-06,106.56,3322420,352476636.4,NLMK
TQBR,2022-12-07,105.8,2951400,311940983.6,NLMK
TQBR,2022-12-08,107.8,5349710,570123941.2,NLMK
TQBR,2022-12-09,106.44,5365630,574617077.8,NLMK
TQBR,2022-12-12,107.14,4123620,441020239.6,NLMK
TQBR,2022-12-13,107.38,4526690,485750422.2,NLMK
TQBR,2022-12-14,108.84,5165330,561115744.2,NLMK
TQBR,2022-12-15,107.1,4681380,506214468.0,NLMK
TQBR,2022-12-16,108.36,2067100,223146623.2,NLMK
TQBR,2022-12-19,111.34,6020250,664347830.0,NLMK
TQBR,2022-12-20,114.46,8200020,934846427.0,NLMK
TQBR,2022-12-21,114.64,6665790,764318115.8,NLMK
TQBR,2022-12-22,113.76,4556570,521928259.4,NLMK
TQBR,2022-12-23,114.62,3043420,346277770.0,NLMK
TQBR,2022-12-26,115.3,2348910,270253095.6,NLMK
TQBR,2022-12-27,115.94,3600790,414406287.0,NLMK
TQBR,2022-12-28,115.56,3132520,362515292.0,NLMK
TQBR,2022-12-29,115.24,1548650,178639360.4,NLMK
TQBR,2022-12-30,117.76,4210450,492154826.6,NLMK
TQBR,2023-01-03,114.36,6514130,744692143.0,NLMK
TQBR,2023-01-04,112.34,4175450,471052265.6,NLMK
TQBR,2023-01-05,112.06,2307060,258104342.6,NLMK
TQBR,2023-01-06,111.34,1900130,212274241.0,NLMK
TQBR,2023-01-09,110.4,4637480,514772395.4,NLMK
TQBR,2023-01-10,109.22,3618880,395056042.8,NLMK
TQBR,2023-01-11,112.1,3466590,383924742.2,NLMK
TQBR,2023-01-12,111.5,2323150,259241913.6,NLMK
TQBR,2023-01-13,112.16,2004210,224103393.0,NLMK
TQBR,2023-01-16,114.3,4360870,495262253.8,NLMK
TQBR,2023-01-17,111.38,4752060,535990394.0,NLMK
TQBR,2023-01-18,111.54,3256210,365037322.4,NLMK
TQBR,2023-01-19,111.5,2790070,310889446.6,NLMK
TQBR,2023-01-20,111.98,1824050,203572849.8,NLMK
TQBR,2023-01-23,112.02,1599340,178919099.2,NLMK
TQBR,2023-01-24,111.26,1771970,198044168.4,NLMK
TQBR,2023-01-25,111.64,1695540,188973994.2,NLMK
TQBR,2023-01-26,112.36,1873700,209776726.2,NLMK
TQBR,2023-01-27,113.76,2287450,259411702.0,NLMK
TQBR,2023-01-30,115.16,3012340,345000481.0,NLMK
TQBR,2023-01-31,116.8,2916450,338802961.2,NLMK
TQBR,2023-02-01,118.96,5212200,618561132.8,NLMK
TQBR,2023-02-02,120.22,5557330,666316899.6,NLMK
TQBR,2023-02-03,120.28,4158360,497481902.6,NLMK
TQBR,2023-02-06,123.44,5094800,619719705.8,NLMK
TQBR,2023-02-07,121.84,3420720,417196838.4,NLMK
TQBR,2023-02-08,119.3,3494750,421646337.0,NLMK
TQBR,2023-02-09,122.5,4592900,556706375.4,NLMK
TQBR,2023-02-10,125.0,7148240,889693666.2,NLMK
TQBR,2023-02-13,126.7,4232450,535320995.2,NLMK
TQBR,2023-02-14,122.94,4197050,522446281.4,NLMK
TQBR,2023-02-15,117.6,6673050,794512537.6,NLMK
TQBR,2023-02-16,118.0,5494170,648460431.0,NLMK
TQBR,2023-02-17,117.44,4329660,507871349.8,NLMK
TQBR,2023-02-20,117.86,3838740,446004971.0,NLMK
TQBR,2023-02-21,121.78,6029390,725400675.6,NLMK
TQBR,2023-02-22,120.94,4047060,488616359.4,NLMK
TQBR,2023-02-24,120.0,3075770,370836879.2,NLMK
TQBR,2023-02-27,124.06,6001650,737399686.6,NLMK
TQBR,2023-02-28,125.2,5401590,674816976.6,NLMK
TQBR,2023-03-01,127.98,5697540,723184637.2,NLMK
TQBR,2023-03-02,126.14,6605430,838200098.0,NLMK
TQBR,2023-03-03,128.32,2937840,373310653.8,NLMK
TQBR,2023-03-06,126.96,5010860,638626627.4,NLMK
TQBR,2023-03-07,126.38,3379770,427704249.4,NLMK
TQBR,2023-03-09,126.46,2627510,332012806.2,NLMK
TQBR,2023-03-10,126.64,2660590,336862828.6,NLMK
TQBR,2023-03-13,124.92,4497660,564589965.2,NLMK
TQBR,2023-03-14,125.7,2717770,340578193.4,NLMK
TQBR,2023-03-15,123.82,3345810,416181317.0,NLMK
TQBR,2023-03-16,124.14,3420980,420217482.0,NLMK
TQBR,2023-03-17,125.1,3986750,499020624.2,NLMK
TQBR,2023-03-20,127.58,5779970,732230543.2,NLMK
TQBR,2023-03-21,126.08,3454180,437990659.0,NLMK
TQBR,2023-03-22,125.1,1487410,186727338.2,NLMK
TQBR,2023-03-23,126.2,2879070,360338819.4,NLMK
TQBR,2023-03-24,126.5,1260580,159026530.6,NLMK
TQBR,2023-03-27,128.18,2806660,358272165.4,NLMK
TQBR,2023-03-28,127.54,2272840,289715310.2,NLMK
TQBR,2023-03-29,131.84,10374850,1363241691.6,NLMK
TQBR,2023-03-30,130.6,4848160,636997575.6,NLMK
TQBR,2023-03-31,130.44,5213360,675790811.8,NLMK
TQBR,2023-04-03,133.04,4192460,553916288.8,NLMK
TQBR,2023-04-04,132.44,3245400,430472412.8,NLMK
TQBR,2023-04-05,133.02,2314260,305812979.0,NLMK
TQBR,2023-04-06,131.34,15357150,2043563894.8,NLMK
TQBR,2023-04-07,131.38,9235560,1197572231.0,NLMK
TQBR,2023-04-10,131.66,5393340,708045786.8,NLMK
TQBR,2023-04-11,129.78,6795400,883998655.0,NLMK
TQBR,2023-04-12,130.48,3835390,497581750.0,NLMK
TQBR,2023-04-13,130.32,2319390,301417846.8,NLMK
TQBR,2023-04-14,131.34,2510700,328365772.0,NLMK
TQBR,2023-04-17,132.6,3299650,435934356.4,NLMK
TQBR,2023-04-18,137.44,8577520,1161028984.6,NLMK
TQBR,2023-04-19,138.5,11631120,1617038937.0,NLMK
TQBR,2023-04-20,140.16,5282870,729829661.6,NLMK
TQBR,2023-04-21,139.92,2943400,410449370.4,NLMK
TQBR,2023-04-24,139.2,2114990,294161486.8,NLMK
TQBR,2023-04-25,138.22,1675450,231851447.2,NLMK
TQBR,2023-04-26,136.5,2063350,283969843.4,NLMK
TQBR,2023-04-27,139.28,2502880,344278807.0,NLMK
TQBR,2023-04-28,137.28,2875130,395582330.8,NLMK
TQBR,2023-05-02,133.34,4956670,665784852.6,NLMK
TQBR,2023-05-03,129.8,7357210,965659033.0,NLMK
TQBR,2023-05-04,129.46,5750980,743928876.8,NLMK
TQBR,2023-05-05,127.34,4010230,513261568.0,NLMK
TQBR,2023-05-08,127.22,1410100,178984199.2,NLMK
TQBR,2023-05-10,130.38,2809380,364102520.2,NLMK
TQBR,2023-05-11,128.76,5177490,672566600.4,NLMK
TQBR,2023-05-12,129.64,4161820,538817813.4,NLMK
TQBR,2023-05-15,133.16,4294270,568076449.0,NLMK
TQBR,2023-05-16,132.86,2728490,362982148.0,NLMK
TQBR,2023-05-17,133.64,2201930,291924554.8,NLMK
TQBR,2023-05-18,134.78,4494660,605621626.4,NLMK
TQBR,2023-05-19,134.58,2760650,370910995.6,NLMK
TQBR,2023-05-22,133.04,2962590,398012284.2,NLMK
TQBR,2023-05-23,134.84,4105020,551672055.0,NLMK
TQBR,2023-05-24,134.68,4626050,617765321.8,NLMK
TQBR,2023-05-25,137.86,6672360,912697709.8,NLMK
TQBR,2023-05-26,139.36,3759310,522094845.0,NLMK
TQBR,2023-05-29,141.7,13289970,1873653916.8,NLMK
TQBR,2023-05-30,143.6,10725500,1550849861.0,NLMK
TQBR,2023-05-31,147.16,4892450,712484557.4,NLMK
TQBR,2023-06-01,147.88,5794400,859761156.0,NLMK
TQBR,2023-06-02,151.54,6920350,1033454915.2,NLMK
TQBR,2023-06-05,148.84,4773930,718862914.4,NLMK
TQBR,2023-06-06,148.08,3077640,453960188.4,NLMK
TQBR,2023-06-07,149.78,3043210,455928160.0,NLMK
TQBR,2023-06-08,150.98,2728780,410436246.2,NLMK
TQBR,2023-06-09,152.46,2941980,448456157.2,NLMK
TQBR,2023-06-13,159.58,4142950,646968029.6,NLMK
TQBR,2023-06-14,157.98,4863890,769441999.6,NLMK
TQBR,2023-06-15,166.22,9806740,1599597361.6,NLMK
TQBR,2023-06-16,164.5,4971640,816000036.8,NLMK
TQBR,2023-06-19,172.3,10820530,1821448350.4,NLMK
TQBR,2023-06-20,173.8,8861660,1529362360.4,NLMK
TQBR,2023-06-21,175.26,10620910,1868775954.8,NLMK
TQBR,2023-06-22,171.9,7143440,1245895214.0,NLMK
TQBR,2023-06-23,171.36,15526160,2659622844.0,NLMK
TQBR,2023-06-26,167.24,11288870,1903945700.6,NLMK
TQBR,2023-06-27,172.4,10670180,1828880284.0,NLMK
TQBR,2023-06-28,170.14,6327700,1078972939.0,NLMK
TQBR,2023-06-29,169.22,3723280,628132638.8,NLMK
TQBR,2023-06-30,172.74,8008180,1371477864.2,NLMK
TQBR,2023-07-03,175.98,8447150,1484559234.2,NLMK
TQBR,2023-07-04,175.56,7055490,1239068420.0,NLMK
TQBR,2023-07-05,179.12,5581060,993109911.2,NLMK
TQBR,2023-07-06,178.2,8237470,1481238911.6,NLMK
TQBR,2023-07-07,181.34,6531640,1175310947.8,NLMK
TQBR,2023-07-10,181.76,6110830,1109239764.8,NLMK
TQBR,2023-07-11,181.22,2763160,500074793.4,NLMK
TQBR,2023-07-12,184.38,6419080,1180957175.6,NLMK
TQBR,2023-07-13,185.26,4367220,808018119.8,NLMK
TQBR,2023-07-14,193.5,10418780,1972633221.6,NLMK
TQBR,2023-07-17,194.0,9141690,1772901698.6,NLMK
TQBR,2023-07-18,192.92,10921910,2108005226.4,NLMK
TQBR,2023-07-19,192.28,3378670,648493762.2,NLMK
TQBR,2023-07-20,190.28,6002910,1150266795.8,NLMK
TQBR,2023-07-21,192.3,3733690,711697454.6,NLMK
TQBR,2023-07-24,192.06,3252000,624741492.0,NLMK
TQBR,2023-07-25,197.32,6539290,1273917652.6,NLMK
TQBR,2023-07-26,196.14,4405800,863753706.2,NLMK
TQBR,2023-07-27,203.36,14887170,3015088283.0,NLMK
TQBR,2023-07-28,204.44,5492870,1119937005.8,NLMK
TQBR,2023-07-31,211.44,7773200,1621673162.4,NLMK
TQBR,2023-08-01,212.0,7285130,1550019756.4,NLMK
TQBR,2023-08-02,210.56,5904620,1245809017.2,NLMK
TQBR,2023-08-03,212.52,5262180,1112451757.2,NLMK
TQBR,2023-08-04,206.64,9696310,2031013345.0,NLMK
TQBR,2023-08-07,202.36,8194930,1679689627.4,NLMK
TQBR,2023-08-08,202.22,7111300,1425766880.4,NLMK
TQBR,2023-08-09,202.5,5896660,1203057052.4,NLMK
TQBR,2023-08-10,205.3,4275790,868464725.2,NLMK
TQBR,2023-08-11,203.94,4872400,1000054420.0,NLMK
TQBR,2023-08-14,197.16,10410360,2111905682.0,NLMK
TQBR,2023-08-15,197.14,7449360,1485983725.6,NLMK
TQBR,2023-08-16,191.1,12577560,2413653143.0,NLMK
TQBR,2023-08-17,191.04,6195050,1180100656.4,NLMK
TQBR,2023-08-18,194.38,5183030,990081451.6,NLMK
TQBR,2023-08-21,197.24,6823090,1339814191.4,NLMK
TQBR,2023-08-22,198.6,5031080,992500732.8,NLMK
TQBR,2023-08-23,193.8,15981440,3186195656.4,NLMK
TQBR,2023-08-24,196.4,7494340,1465184485.0,NLMK
TQBR,2023-08-25,195.5,4648780,909400199.0,NLMK
TQBR,2023-08-28,201.3,6545550,1302400110.8,NLMK
TQBR,2023-08-29,197.9,8235390,1645241628.4,NLMK
TQBR,2023-08-30,199.6,6805480,1352005170.0,NLMK
TQBR,2023-08-31,204.3,8783370,1766802233.6,NLMK
TQBR,2023-09-01,202.0,4878320,986844869.6,NLMK
TQBR,2023-09-04,202.64,4537950,918575739.8,NLMK
TQBR,2023-09-05,199.26,8137980,1625991628.6,NLMK
TQBR,2023-09-06,193.26,10866500,2113003857.2,NLMK
TQBR,2023-09-07,191.58,10791310,2090686487.8,NLMK
TQBR,2023-09-08,187.1,7372660,1393533096.8,NLMK
TQBR,2023-09-11,188.86,9173950,1719157026.8,NLMK
TQBR,2023-09-12,195.28,4641380,891502963.2,NLMK
TQBR,2023-09-13,190.48,4098880,789854134.6,NLMK
TQBR,2023-09-14,192.08,5607430,1065096832.4,NLMK
TQBR,2023-09-15,192.6,3518210,677008660.4,NLMK
TQBR,2023-09-18,190.36,4587070,875135712.6,NLMK
TQBR,2023-09-19,194.44,25128170,4862344487.0,NLMK
TQBR,2023-09-20,197.62,21329930,4220513957.8,NLMK
TQBR,2023-09-21,199.0,18304320,3632340173.6,NLMK
TQBR,2023-09-22,207.74,21761310,4438386986.8,NLMK
TQBR,2023-09-25,202.32,10678050,2180353478.6,NLMK
TQBR,2023-09-26,209.0,17693960,3642438560.6,NLMK
TQBR,2023-09-27,207.36,9687530,2011295983.2,NLMK
TQBR,2023-09-28,209.5,12064830,2521405808.4,NLMK
TQBR,2023-09-29,209.42,6503400,1362646968.4,NLMK
TQBR,2023-10-02,209.96,7211800,1515588688.4,NLMK
TQBR,2023-10-03,209.28,3690690,770714823.4,NLMK
TQBR,2023-10-04,212.84,13142560,2798075648.8,NLMK
TQBR,2023-10-05,210.88,6627890,1401003477.2,NLMK
TQBR,2023-10-06,212.28,4886140,1026557200.0,NLMK
TQBR,2023-10-09,209.72,4620910,972689080.2,NLMK
TQBR,2023-10-10,207.72,6322050,1311580565.6,NLMK
TQBR,2023-10-11,201.36,14595970,2987099683.2,NLMK
TQBR,2023-10-12,199.02,13115900,2610634752.6,NLMK
TQBR,2023-10-13,198.44,8511980,1683568590.6,NLMK
TQBR,2023-10-16,200.3,5600330,1115193214.0,NLMK
TQBR,2023-10-17,199.56,5331280,1068136586.2,NLMK
TQBR,2023-10-18,197.56,6320840,1250381146.6,NLMK
TQBR,2023-10-19,197.0,8116190,1591645270.0,NLMK
TQBR,2023-10-20,197.22,5659050,1110488204.8,NLMK
TQBR,2023-10-23,194.22,4653010,908681392.4,NLMK
TQBR,2023-10-24,194.46,5200060,1009392932.0,NLMK
TQBR,2023-10-25,191.68,5112930,984122269.2,NLMK
TQBR,2023-10-26,192.1,8233590,1592667180.2,NLMK
TQBR,2023-10-27,191.5,4482180,859692230.6,NLMK
TQBR,2023-10-30,192.14,3499900,675106804.0,NLMK
